,min,avg,max,mdev
planetlab-n2.wand.net.nz,175.377,278.493,423.488,80.07
,,,,
planetlab-n2.wand.net.nz,174.439,293.708,408.744,62.992
,,,,
planetlab-n2.wand.net.nz,171.537,233.13,411.581,65.264
,,,,
planetlab-n2.wand.net.nz,171.522,171.742,175.112,0.925
,,,,
planetlab-n2.wand.net.nz,171.538,171.563,171.622,0.524
,,,,
planetlab-n2.wand.net.nz,171.528,171.562,171.64,0.54
,,,,
,171.4346789,173.1867859,177.6933551,1.976477807
