Node name,1st Packet ms,2nd Packet ms,3rd Packet ms
planetlab4.cs.uoregon.edu,*,*,*
planetlab4.cs.uoregon.edu,*,*,*
planetlab4.cs.uoregon.edu,73.007,*,72.982
planetlab4.cs.uoregon.edu,*,*,*
planetlab4.cs.uoregon.edu,*,*,*
planetlab4.cs.uoregon.edu,*,*,*
planetlab4.cs.uoregon.edu,*,*,*
